© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Fatty acyl-CoA biosynthesis	5.11E-01	1.11E-01	NaN	ACLY,HACD1,SCD	
Tryptophan Degradation X (Mammalian, via Tryptamine)	5.11E-01	1.11E-01	NaN	AKR1A1,ALDH3B1,ALDH4A1	
NGF-stimulated transcription	5.1E-01	1.03E-01	-1.000	ATF2,DNM2,EGR2,SRF	
Type II Diabetes Mellitus Signaling	5.07E-01	8.5E-02	-3.162	AKT1,CACNB1,CHUK,MAPK3,NFKB2,NFKBIE,NSMAF,PIK3R3,PIK3R5,PRKCI,RELA,SOCS4,TRADD	
Arsenate Detoxification I (Glutaredoxin)	5.05E-01	2E-01	NaN	LACC1	
Proline Biosynthesis II (from Arginine)	5.05E-01	2E-01	NaN	PYCR1	
Pentose Phosphate Pathway (Oxidative Branch)	5.05E-01	2E-01	NaN	PGLS	
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	5.05E-01	2E-01	NaN	GART	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	5.05E-01	2E-01	NaN	NANS	
Trans, trans-farnesyl Diphosphate Biosynthesis	5.05E-01	2E-01	NaN	FDPS	
dTMP De Novo Biosynthesis	5.05E-01	2E-01	NaN	SHMT1	
Tyrosine Degradation I	5.05E-01	2E-01	NaN	HPD	
Folate Polyglutamylation	5.05E-01	2E-01	NaN	SHMT1	
Beta-catenin independent WNT signaling	5.02E-01	8.82E-02	-2.121	AP2A2,CLTB,CTNNB1,DVL3,GNB4,MOV10,ROR1,TNRC6A,TNRC6C	
SRP-dependent cotranslational protein targeting to membrane	4.99E-01	8.7E-02	-1.265	RPL22L1,RPL26L1,RPN2,RPS19,RPS27L,SEC11A,SRP19,SRP68,SSR1,SSR3	
Regulation of Actin-based Motility by Rho	4.99E-01	8.7E-02	-1.667	ACTA2,ARPC5L,CDC42,ITGA6,LIMK1,MYL6B,RHOB,RHOQ,RHOT1,WASL	
IL-27 Signaling Pathway	4.97E-01	8.59E-02	-2.111	AKT1,ATG13,IL1R1,JAK3,MAPK14,NFKB2,PIK3R3,PIK3R5,RELA,STAT3,TRIM69	
IL-13 Signaling Pathway	4.86E-01	8.62E-02	-2.530	AKT1,CTNNB1,FGR,HCK,MAPK14,MAPK3,PIK3R3,PIK3R5,STAT3,TGFB2	
Amyotrophic Lateral Sclerosis Signaling	4.86E-01	8.62E-02	-1.414	APAF1,BAX,CACNB1,CASP7,CYCS,NEFH,PIK3R3,PIK3R5,RAB5C,VEGFC	
Macroautophagy	4.85E-01	9.23E-02	-1.633	ATG13,ATG4C,LAMTOR3,MLST8,RB1CC1,RRAGA	
PXR/RXR Activation	4.85E-01	9.23E-02	-0.816	AKT1,PAPSS2,PRKACA,RELA,RXRA,SCD	
Energy dependent regulation of mTOR by LKB1-AMPK	4.57E-01	1.03E-01	NaN	LAMTOR3,MLST8,RRAGA	
Transcriptional regulation of pluripotent stem cells	4.56E-01	1.18E-01	NaN	KLF4,STAT3	
FOXO-mediated transcription of cell cycle genes	4.56E-01	1.18E-01	NaN	GADD45A,KLF4	
Germ layer formation at gastrulation	4.56E-01	1.18E-01	NaN	CTNNB1,TRIM33	
Activin Inhibin Signaling Pathway	4.51E-01	8.06E-02	-1.698	AKT1,ATF2,CEBPA,CHUK,CTNNB1,IL1R1,LIMK1,MAP2K2,MAP2K5,MAPK14,MAPK3,NFKB2,PIK3R3,PIK3R5,SMAD5,STAT3,TGFB2	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	4.44E-01	9.52E-02	-2.000	CHUK,ECSIT,FGA,FGG	
Synthesis of Lipoxins (LX)	4.41E-01	1.67E-01	NaN	ALOX5	
The citric acid (TCA) cycle and respiratory electron transport	4.38E-01	9.09E-02	-2.236	IDH2,OGDH,RXRA,SDHC,SUCLG1	
Amino acids regulate mTORC1	4.38E-01	9.09E-02	-1.342	ATP6V0E1,ATP6V1B2,LAMTOR3,MLST8,RRAGA	
Nitric Oxide Signaling in the Cardiovascular System	4.37E-01	8.33E-02	-2.121	AKT1,ARG2,CACNB1,MAP2K2,MAPK3,PIK3R3,PIK3R5,PRKACA,PRKCI,VEGFC	
Selenoamino acid metabolism	4.36E-01	8.41E-02	-2.333	AHCY,NNMT,PAPSS2,RPL22L1,RPL26L1,RPS19,RPS27L,SARS1,SEPHS2	
Post-translational protein phosphorylation	4.36E-01	8.41E-02	-2.333	APOA2,APOB,C3,DNAJC3,FAM20A,FGA,FGG,LGALS1,P4HB	
Netrin Signaling	4.35E-01	8.09E-02	-2.138	AKT1,ARPC5L,CACNB1,CDC42,GOSR1,MAP2K2,MAPK3,NFKB2,PIK3R3,PIK3R5,PRKACA,PRKCI,WASL,YKT6	
Regulation of TP53 Activity through Acetylation	4.33E-01	1E-01	NaN	AKT1,PIN1,PML	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	4.33E-01	1E-01	NaN	LCLAT1,MBOAT2,PGS1	
Parkinson's Signaling Pathway	4.3E-01	7.82E-02	2.449	ACTA2,ALDH3B1,ALDH4A1,ATP6V0E1,ATP6V1B2,CACNB1,FASLG,MAPK14,NDUFA13,NDUFA2,NDUFA8,NDUFAB1,NDUFB10,NDUFB3,NDUFB7,NDUFB8,NDUFS3,NDUFS7,NDUFS8,NDUFV3,NFKB2,TGFB2,TUBA1B,TUBG1	
Axonal Guidance Signaling	4.25E-01	7.65E-02	NaN	ABL1,ADAM32,ADAMTS9,AKT1,ARHGEF11,ARPC5L,CDC42,COPS5,CRK,EIF4E,FES,GNAI2,GNB4,GRB2,ITGA6,LIMK1,MAP2K2,MAPK3,MKNK1,MYL6B,MYSM1,NRAS,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI,PSMD14,PTPN11,RAF1,RAP1A,RGS3,SHC1,SOS2,TUBA1B,TUBG1,VEGFC,WASL	
Aggrephagy	4.24E-01	9.3E-02	0.000	IFT88,PCNT,TUBA1B,VCP	
RORA activates gene expression	4.24E-01	1.11E-01	NaN	MED1,RXRA	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	4.24E-01	1.11E-01	NaN	CCL2,CCL4	
Agrin Interactions at Neuromuscular Junction	4.2E-01	8.7E-02	0.000	ACTA2,CDC42,GABPB1,MAPK3,NRAS,RAP1A	
Eukaryotic Translation Initiation	4.14E-01	8.2E-02	-1.897	EIF2B1,EIF3I,EIF3J,EIF4E,EIF4EBP1,EIF4G1,RPL22L1,RPL26L1,RPS19,RPS27L	
G-Protein Coupled Receptor Signaling	4.1E-01	7.54E-02	-2.885	ADCY3,ADGRE1,AKT1,APEX1,ATF2,BRAF,C3AR1,CCR4,CDC42,CHUK,CREB3,CRK,CTNNB1,F2RL3,GDE1,GDPD1,GNAI2,GNB4,GPR141,GPR27,GPR4,GRB2,GRK2,KCNH2,LPAR1,MAP2K2,MAP2K5,MAP3K11,MAP3K3,MAPK14,MAPK3,MKNK1,MYL6B,NFKB2,NFKBIE,NRAS,PDE12,PDE4A,PDE4D,PDE7A,PIK3R3,PIK3R5,PREX1,PRKACA,RAF1,RAP1A,RAPGEF3,RELA,RPS6KA1,SHC1,SOS2,SRF,STAT3	
Macrophage Classical Activation Signaling Pathway	4.1E-01	7.94E-02	-0.277	CHUK,CXCL10,CXCL9,EZH2,FASLG,NFKB2,NFKBIE,PARP14,RELA,SDHC,STAT3,STK38,SUZ12,TGFB2,TICAM1	
MyD88 dependent cascade initiated on endosome	4.1E-01	9.68E-02	NaN	CHUK,ECSIT,TICAM1	
Sonic Hedgehog Signaling	4.1E-01	9.68E-02	NaN	DYRK1A,GRK2,PRKACA	
Retinoid metabolism and transport	4.05E-01	9.09E-02	-2.000	APOA2,APOB,PLB1,SDC3	
HOTAIR Regulatory Pathway	4.03E-01	7.98E-02	-1.155	AKT1,ATXN1,CTNNB1,EZH2,H3-3A/H3-3B,NFKB2,PIK3R3,PIK3R5,RELA,SRF,STAT3,STK38,SUZ12	
Sperm Motility	4.03E-01	7.78E-02	-1.667	ABL1,DYRK1A,FES,FGR,GNAI2,GNB4,HCK,JAK3,MAP2K5,MAP3K11,PDE4A,PDE4D,PDIA3,PLAAT4,PLB1,PLCD3,PRKACA,PRKCI,ROR1,SYK	
Interleukin-4 and Interleukin-13 signaling	4E-01	8.18E-02	-0.333	AKT1,ALOX5,CCL2,FASLG,HMOX1,JAK3,LCN2,SAA1,STAT3	
Semaphorin Neuronal Repulsive Signaling Pathway	4E-01	8E-02	0.000	AKT1,FES,ITGA6,LIMK1,MAP2K2,MAP2K5,MYL6B,PDE4A,PDE4D,PIK3R3,PIK3R5,PRKACA	
RHO GTPases activate CIT	3.95E-01	1.05E-01	NaN	PRC1,RHOB	
RHO GTPases Activate ROCKs	3.95E-01	1.05E-01	NaN	LIMK1,RHOB	
Activation of NMDA receptors and postsynaptic events	3.94E-01	8.33E-02	-2.449	CAMKK2,MAPK3,NRAS,PRKACA,RPS6KA1,RPS6KA2,TUBA1B	
Transcriptional Regulatory Network in Embryonic Stem Cells	3.94E-01	7.93E-02	-2.496	AKT1,CTNNB1,JAK3,KLF4,MAP2K2,MAPK3,NRAS,PIK3R3,PIK3R5,RAP1A,SMAD5,STAT3,TGFB2	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	3.93E-01	8.06E-02	-1.897	APOA2,APOB,C3,DNAJC3,FAM20A,FGA,FGG,IGFBP2,LGALS1,P4HB	
Aryl hydrocarbon receptor signalling	3.89E-01	1.43E-01	NaN	AIP	
Trehalose Degradation II (Trehalase)	3.89E-01	1.43E-01	NaN	HK3	
Phosphatidylcholine Biosynthesis I	3.89E-01	1.43E-01	NaN	PCYT1A	
Ceramide Degradation	3.89E-01	1.43E-01	NaN	ASAH1	
Glycoaminoglycan-protein Linkage Region Biosynthesis	3.89E-01	1.43E-01	NaN	B3GAT1	
MSP-RON Signaling Pathway	3.89E-01	8.62E-02	NaN	ACTA2,CCL2,PIK3R3,PIK3R5,RPS6KA2	
Thrombin signalling through proteinase activated receptors (PARs)	3.88E-01	9.38E-02	NaN	F2RL3,GNB4,MAPK3	
RHOGDI Signaling	3.76E-01	7.73E-02	2.138	ACTA2,ARHGAP1,ARHGAP5,ARHGAP9,ARHGEF11,ARHGEF2,ARPC5L,CDC42,GNAI2,GNB4,ITGA6,LIMK1,MYL6B,RHOB,RHOQ,RHOT1,WASL	
Glycerophospholipid biosynthesis	3.73E-01	8.08E-02	0.000	CSNK2A2,CSNK2B,LCLAT1,MBOAT2,OSBPL5,PCYT2,PITPNB,SELENOI	
Synthesis, secretion, and deacylation of Ghrelin	3.68E-01	1E-01	NaN	KLF4,SEC11A	
Interleukin-12 family signaling	3.68E-01	1E-01	NaN	P4HB,STAT3	
Valine Degradation I	3.68E-01	1E-01	NaN	BCAT1,ECHS1	
Signal amplification	3.68E-01	9.09E-02	NaN	GNAI2,GNB4,MAPK14	
Airway Inflammation in Asthma	3.68E-01	9.09E-02	NaN	CCL2,RNASE3,TGFB2	
ROBO SLIT Signaling Pathway	3.62E-01	7.87E-02	0.632	ABL1,AKT1,ARPC5L,CDC42,CTNNB1,FGR,HCK,PRKACA,VEGFC,WASL	
Osteoarthritis Pathway	3.58E-01	7.63E-02	-1.500	ATF2,CASP10,CASP5,CASP7,CASP8,CHUK,CREB3,CTNNB1,FADD,GREM1,HDAC4,IL1R1,ITGA6,NFKB2,RELA,SMAD5,SP1,VEGFC	
Xenobiotic Metabolism AHR Signaling Pathway	3.57E-01	8.05E-02	-0.378	AIP,ALDH3B1,ALDH4A1,HDAC4,NFKB2,RELA,SENP1	
Hepatic Cholestasis	3.54E-01	7.62E-02	-0.728	ABCC1,ADCY3,AKT1,CHUK,FASLG,IL1R1,MAP2K2,MAPK3,NFKB2,NFKBIE,NR1H2,NR1H3,PRKACA,PRKCI,RELA,RXRA,TGFB2	
TR/RXR Activation	3.52E-01	7.81E-02	-1.897	AKT1,ENO1,FGA,H3-3A/H3-3B,MED1,PIK3R3,PIK3R5,RPS6KB2,RXRA,VEGFC	
Neuropathic Pain Signaling in Dorsal Horn Neurons	3.51E-01	7.92E-02	-2.121	KCNH2,MAPK3,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI	
Late endosomal microautophagy	3.48E-01	8.82E-02	NaN	IFT88,MVB12A,PCNT	
Fatty Acid β-oxidation I	3.48E-01	8.82E-02	NaN	ACAA1,ECHS1,ECI1	
rRNA modification in the mitochondrion	3.46E-01	1.25E-01	NaN	MTERF4	
Histidine catabolism	3.46E-01	1.25E-01	NaN	HAL	
Histidine Degradation III	3.46E-01	1.25E-01	NaN	HAL	
Inositol Pyrophosphates Biosynthesis	3.46E-01	1.25E-01	NaN	PPIP5K2	
NCAM signaling for neurite out-growth	3.45E-01	8.2E-02	-0.447	CACNB1,GRB2,MAPK3,NRAS,RPS6KA5	
Kinesins	3.45E-01	8.2E-02	-1.342	KIF1C,KIF20B,KIF23,KIF2C,TUBA1B	
eNOS Signaling	3.45E-01	7.69E-02	-0.577	ADCY3,AKT1,CASP8,DNM2,HSPA1A/HSPA1B,HSPA6,LPAR1,PIK3R3,PIK3R5,PRKACA,PRKCI,VEGFC	
Orexin Signaling Pathway	3.44E-01	7.56E-02	-1.414	ADCY3,AKT1,ATP6V0E1,ATP6V1B2,CACNB1,GNB4,MAPK14,MAPK3,MLST8,NFKB2,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI,PTPN11,SMAD5	
Histamine Degradation	3.43E-01	9.52E-02	NaN	ALDH3B1,ALDH4A1	
Fatty Acid α-oxidation	3.43E-01	9.52E-02	NaN	ALDH3B1,ALDH4A1	
Endoplasmic Reticulum Stress Pathway	3.43E-01	9.52E-02	NaN	CASP7,DNAJC3	
Wound Healing Signaling Pathway	3.42E-01	7.54E-02	-1.606	ACTA2,CHUK,FASLG,GRB2,IL1R1,ITGA6,MAP2K2,MAP2K5,MAPK3,NFKB2,NFKBIE,NRAS,RAF1,RAP1A,SHC1,SOS2,TGFB2,TRADD,VEGFC	
PRC2 methylates histones and DNA	3.3E-01	8.57E-02	NaN	EZH2,PHF19,SUZ12	
Coagulation System	3.3E-01	8.57E-02	NaN	FGA,FGG,TFPI	
Pre-NOTCH Expression and Processing	3.27E-01	7.89E-02	NaN	MOV10,PRKCI,TFDP1,TMED2,TNRC6A,TNRC6C	
Nonhomologous End-Joining (NHEJ)	3.23E-01	8.16E-02	1.000	ABRAXAS1,ATM,KAT5,MRE11	
Interconversion of nucleotide di- and triphosphates	3.2E-01	9.09E-02	NaN	AK2,AK9	
Chaperone Mediated Autophagy	3.2E-01	9.09E-02	NaN	IFT88,PCNT	
Putrescine Degradation III	3.2E-01	9.09E-02	NaN	ALDH3B1,ALDH4A1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	3.19E-01	7.46E-02	NaN	AKT1,CHUK,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,CTNNB1,IL1R1,MAPK14,MAPK3,NFKBIE,PIK3R3,PIK3R5,RELA,SMAD5,TNFRSF11A,TRADD	
Transcriptional Regulation by MECP2	3.18E-01	7.94E-02	NaN	FKBP5,MOV10,PRKACA,TNRC6A,TNRC6C	
IL-17 Signaling	3.16E-01	7.49E-02	-1.069	AKT1,ATF2,CCL2,FASLG,LCN2,MAPK14,MAPK3,NRAS,PIK3R3,PIK3R5,RAP1A,RELA,TGFB2,VEGFC	
Factors involved in megakaryocyte development and platelet production	3.12E-01	7.69E-02	-0.378	ABL1,AK3,CABLES2,CAPZA2,CDC42,MAFK,PRKACA	
RHO GTPases Activate Rhotekin and Rhophilins	3.1E-01	1.11E-01	NaN	RHOB	
Lysine catabolism	3.1E-01	1.11E-01	NaN	OGDH	
Sphingosine and Sphingosine-1-phosphate Metabolism	3.1E-01	1.11E-01	NaN	ASAH1	
Sucrose Degradation V (Mammalian)	3.1E-01	1.11E-01	NaN	TPI1	
Heme Biosynthesis II	3.1E-01	1.11E-01	NaN	UROD	
Atherosclerosis Signaling	3.07E-01	7.52E-02	-3.162	ALOX5,APOA2,APOB,CCL2,NFKB2,ORM1,ORM2,PLAAT4,PLB1,RELA	
HEY1 Signaling Pathway	3.04E-01	7.45E-02	-1.155	AKT1,BAX,E2F2,E2F4,E2F8,GRB2,PIK3R3,PIK3R5,SMAD5,SRF,TGFB2,VEGFC	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	3.04E-01	7.69E-02	NaN	CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,CTNNB1,DVL3	
Toll-like Receptor Signaling	3.04E-01	7.69E-02	-2.000	CHUK,ECSIT,MAPK14,NFKB2,RELA,TICAM1	
tRNA processing in the mitochondrion	2.99E-01	8.7E-02	NaN	MT-TG,TRNT1	
Apelin Cardiac Fibroblast Signaling Pathway	2.99E-01	8.7E-02	NaN	AKT1,TGFB2	
Breast Cancer Regulation by Stathmin1	2.89E-01	7.24E-02	-1.852	ADGRE1,ARHGEF11,ARHGEF2,ATF2,C3AR1,CCR4,CDK4,CREB3,E2F2,E2F4,E2F8,F2RL3,GNB4,GPR141,GPR27,GPR4,GRB2,LPAR1,MAP2K2,MAPK3,NFKB2,NRAS,PIK3R3,PIK3R5,PPP1R10,PPP1R14A,PPP1R14B,PPP2CA,PPP2R2A,PPP2R5D,PPP2R5E,PRKACA,PRKCI,RAF1,RAP1A,RB1CC1,SHC1,SOS2,STAT3,TGFB2,TUBA1B,TUBG1,VEGFC	
B-WICH complex positively regulates rRNA expression	2.82E-01	7.69E-02	-2.000	BAZ1B,POLR1A,POLR1H,POLR2F	
Dilated Cardiomyopathy Signaling Pathway	2.82E-01	7.33E-02	0.333	ACTA2,ADCY3,AKT1,BAX,CACNB1,MAP3K3,MAPK14,MAPK3,MYL6B,PRKACA,PTPN11	
Interleukin-6 family signaling	2.8E-01	8.33E-02	NaN	PTPN11,STAT3	
Glycogen metabolism	2.8E-01	8.33E-02	NaN	GYS1,UGP2	
ATF6 (ATF6-alpha) activates chaperone genes	2.78E-01	1E-01	NaN	NFYC	
Ketone body metabolism	2.78E-01	1E-01	NaN	ACAT1	
mRNA Editing	2.78E-01	1E-01	NaN	ADAR	
Citrulline Biosynthesis	2.78E-01	1E-01	NaN	ARG2	
Ketolysis	2.78E-01	1E-01	NaN	ACAT1	
Signaling by TGF-beta Receptor Complex	2.69E-01	7.55E-02	2.000	FKBP1A,LTBP3,TGFB2,XPO1	
Formation of Fibrin Clot (Clotting Cascade)	2.67E-01	7.69E-02	NaN	FGA,FGG,TFPI	
Antigen Presentation Pathway	2.67E-01	7.69E-02	NaN	PDIA3,PSMB5,TAP1	
Incretin synthesis, secretion, and inactivation	2.62E-01	8E-02	NaN	CTNNB1,SEC11A	
MyD88 cascade initiated on plasma membrane	2.62E-01	8E-02	NaN	CHUK,ECSIT	
Ethanol Degradation IV	2.62E-01	8E-02	NaN	ALDH3B1,ALDH4A1	
RHO GTPases activate KTN1	2.51E-01	9.09E-02	NaN	CDC42	
Aspartate and asparagine metabolism	2.51E-01	9.09E-02	NaN	GOT1	
Pexophagy	2.51E-01	9.09E-02	NaN	ATM	
Ketogenesis	2.51E-01	9.09E-02	NaN	ACAT1	
Oleate Biosynthesis II (Animals)	2.51E-01	9.09E-02	NaN	SCD	
Pentose Phosphate Pathway	2.51E-01	9.09E-02	NaN	PGLS	
Glycogen Degradation II	2.51E-01	9.09E-02	NaN	TYMP	
Dolichyl-diphosphooligosaccharide Biosynthesis	2.51E-01	9.09E-02	NaN	ALG8	
GDP-glucose Biosynthesis	2.51E-01	9.09E-02	NaN	HK3	
Glycine Betaine Degradation	2.51E-01	9.09E-02	NaN	SHMT1	
Phospholipases	2.5E-01	7.25E-02	-1.342	HMOX1,PDIA3,PLAAT4,PLB1,PLCD3	
Signaling by BMP	2.45E-01	7.69E-02	NaN	SMAD5,ZFYVE16	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	2.45E-01	7.69E-02	NaN	PI4K2B,PLCD3	
Syndecan interactions	2.29E-01	7.41E-02	NaN	ITGA6,SDC3	
Cardiomyocyte Differentiation via BMP Receptors	2.29E-01	7.41E-02	NaN	ATF2,SMAD5	
NAD Salvage Pathway II	2.29E-01	7.41E-02	NaN	ACP1,NT5C2	
Presynaptic depolarization and calcium channel opening	2.27E-01	8.33E-02	NaN	CACNB1	
GP1b-IX-V activation signalling	2.27E-01	8.33E-02	NaN	RAF1	
Hematopoiesis from Multipotent Stem Cells	2.27E-01	8.33E-02	NaN	KITLG	
Glucose and Glucose-1-phosphate Degradation	2.27E-01	8.33E-02	NaN	HK3	
Mitochondrial iron-sulfur cluster biogenesis	2.06E-01	7.69E-02	NaN	FDXR	
Metabolism of folate and pterines	2.06E-01	7.69E-02	NaN	SHMT1	
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	2.06E-01	7.69E-02	NaN	STAT3	
Dissolution of Fibrin Clot	2.06E-01	7.69E-02	NaN	SERPINB8	
Glycogen Degradation III	2.06E-01	7.69E-02	NaN	TYMP	
Neurovascular Coupling Signaling Pathway	-0E00	2.16E-02	-2.236	CACNB1,GJA1,PLAAT4,PLB1,PRKACA	
Oxytocin in Spinal Neurons Signaling Pathway	-0E00	2.86E-02	NaN	CAMKK2	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	-0E00	6.97E-02	-0.243	AKT1,CSNK1A1,CSNK1D,CSNK1G1,CSNK1G3,CTNNB1,FASLG,JAK3,MAPK3,PIK3R3,PIK3R5,SMAD5,STAT3,STAT5A,STAT5B,TGFB2,VEGFC	
S100 Family Signaling Pathway	-0E00	5.57E-02	-1.982	ABCC1,ADGRE1,AKT1,ATF2,ATP5F1A,ATP5F1E,ATP5PO,BRAF,C3AR1,CACNB1,CASP7,CCL4,CCR4,CHUK,COPS5,CREB3,CTNNB1,F2RL3,GPR141,GPR27,GPR4,LPAR1,MAP2K2,MAP2K5,MAPK14,MAPK3,NCF1,NFKB2,PDIA3,PIK3R3,PIK3R5,PLCD3,PRKACA,PRKCI,RAF1,SMAD5,SP1,STAT3,STK38,TBK1,TGFB2,TRAF3,VEGFC	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	3.94E-02	1.800	AKT1,ATP6V0E1,ATP6V1B2,CHUK,FCER1G,HSPA1A/HSPA1B,HSPA6,IDH2,ITCH,MAPK14,MARCHF5,MLST8,NFKB2,PEA15,PIK3R3,PIK3R5,PSMA5,PSMB10,PSMB4,PSMB5,RCAN1,RELA,TBK1,TPT1,TRBV7-4	
ABRA Signaling Pathway	-0E00	6.52E-02	0.000	ACTA2,ESRRA,LIMK1,PPP1R14A,SRF,VEGFC	
Adrenergic Receptor Signaling Pathway (Enhanced)	-0E00	5.5E-02	-0.302	ADCY3,ATP6V0E1,ATP6V1B2,CACNB1,FASLG,GNAI2,PDIA3,PLCD3,PRKACA,PRKCI,TGFB2	
GABAergic Receptor Signaling Pathway (Enhanced)	-0E00	5.04E-02	-1.890	ADCY3,CACNB1,GLUD1,GNAI2,GNB4,GOT1,PRKACA	
ISGylation Signaling Pathway	-0E00	2.78E-02	NaN	NFKB2,TBK1,TRIM25	
NFKBIE Signaling Pathway	-0E00	2.67E-02	-1.155	CHUK,FASLG,FCER1G,MAP3K3,NFKB2,NFKBIE,PPP6C,PPP6R3,RELA,RIPK1,TRADD,TRBV7-4	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	4.28E-02	0.378	ABCG1,ALDH3B1,ALDH4A1,ECSIT,HS2ST1,IL1R1,NR1H2,NR1H3,PAPSS2,RXRA,XPO1	
PI3K Cascade	-0E00	6.82E-02	NaN	GRB2,PTPN11,TRIB3	
G alpha (i) signalling events	-0E00	5.43E-02	-1.604	ADCY3,C3,C3AR1,CCL4,CCR4,CXCL10,CXCL2,CXCL9,GNAI2,GNB4,LPAR1,RGS3,RGS9,SAA1	
Effects of PIP2 hydrolysis	-0E00	3.7E-02	NaN	DGKE	
Signaling by NODAL	-0E00	4.35E-02	NaN	MAPK3	
Meiotic synapsis	-0E00	5.45E-02	NaN	SYNE1,TERF2,UBE2I	
Potassium Channels	-0E00	2.91E-02	NaN	GNB4,KCNAB2,KCNH2	
Degradation of the extracellular matrix	-0E00	1.52E-02	NaN	ADAMTS9	
Extracellular matrix organization	-0E00	1.89E-02	NaN	ITGA6,TGFB2	
Antimicrobial peptides	-0E00	5.88E-02	NaN	LCN2,RNASE3	
Signaling by Activin	-0E00	5.88E-02	NaN	MAPK3	
Elastic fibre formation	-0E00	4.55E-02	NaN	LTBP3,TGFB2	
Eukaryotic Translation Elongation	-0E00	4.21E-02	-2.000	RPL22L1,RPL26L1,RPS19,RPS27L	
Glycosaminoglycan metabolism	-0E00	6.25E-02	-0.447	B3GAT1,B4GALT2,PAPSS2,SDC3,SLC35D2	
Collagen biosynthesis and modifying enzymes	-0E00	2.99E-02	NaN	CRTAP,P4HB	
Toll-like Receptor Cascades	-0E00	6.45E-02	NaN	DNM2,EEA1	
Complement cascade	-0E00	5.19E-02	-2.449	C1QA,C1QC,C1S,C3,C3AR1,CRP,IGKV3-20	
Regulation of beta-cell development	-0E00	2.38E-02	NaN	AKT1	
Bile acid and bile salt metabolism	-0E00	6.45E-02	NaN	OSBP,RXRA	
Metabolism of steroid hormones	-0E00	2.86E-02	NaN	FDXR	
Metabolism of water-soluble vitamins and cofactors	-0E00	6.78E-02	0.000	COASY,LMBRD1,MCCC1,PDXK	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	3.96E-02	-2.121	C3,CD300A,HCST,IGKV3-20,LILRB4,MICB,NPDC1,SLAMF7	
Assembly of collagen fibrils and other multimeric structures	-0E00	1.64E-02	NaN	ITGA6	
Cell surface interactions at the vascular wall	-0E00	5.69E-02	-1.732	APOB,FCER1G,GRB14,GRB2,IGKV3-20,ITGA6,MIF,NRAS,PTPN11,PTPN6,SDC3,SHC1	
Generic Transcription Pathway	-0E00	4.21E-02	-0.943	CCNC,CDK8,ESRRA,HDAC4,HDAC7,MED1,MED13,NR1H2,NR1H3,NR4A3,RXRA,ZKSCAN1,ZNF154,ZNF2,ZNF213,ZNF566,ZNF607,ZNF737	
Phase I - Functionalization of compounds	-0E00	3.92E-02	-2.000	ADH1B,CYB5B,FDXR,RXRA	
Arachidonic acid metabolism	-0E00	6.67E-02	NaN	ABCC1,ALOX5,EPHX2	
Integrin cell surface interactions	-0E00	3.53E-02	NaN	FGA,FGG,ITGA6	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	-0E00	6.67E-02	NaN	CBR1	
Binding and Uptake of Ligands by Scavenger Receptors	-0E00	3.57E-02	-2.000	APOB,HSPH1,IGKV3-20,SAA1	
EPH-Ephrin signaling	-0E00	6.38E-02	-0.816	AP2A2,CDC42,CLTB,LIMK1,VAV3,WASL	
WNT ligand biogenesis and trafficking	-0E00	3.85E-02	NaN	VPS35	
Class A/1 (Rhodopsin-like receptors)	-0E00	3.79E-02	-1.732	C3,C3AR1,CCL2,CCL4,CCR4,CXCL10,CXCL2,CXCL9,F2RL3,GPR4,LPAR1,SAA1	
Class B/2 (Secretin family receptors)	-0E00	2.08E-02	NaN	ADGRE1,GNB4	
Semaphorin interactions	-0E00	6.25E-02	-2.000	ARHGEF11,FES,LIMK1,RHOB	
Unfolded Protein Response (UPR)	-0E00	5.56E-02	NaN	CREB3	
Olfactory Signaling Pathway	-0E00	2.7E-02	NaN	ADCY3,OR2W3	
Glutamate binding, activation of AMPA receptors and synaptic plasticity	-0E00	3.12E-02	NaN	AP2A2	
