© 2000-2024 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
RANK Signaling in Osteoclasts	1.51E00	1.32E-01	1.000	AKT3,CALM1 (includes others),CHP1,FOS,JUN,MAP3K5,NFKBIA,NFKBIB,PIK3C3,PIK3CB,PPP3R1,RELB	
BMP signaling pathway	1.51E00	1.32E-01	1.000	ACVR1,ACVR2A,BMP6,JUN,KRAS,PRKACB,PRKAR1A,PRKAR2B,RALB,RAP1B,RAP2B,RELB	
Glutaminergic Receptor Signaling Pathway (Enhanced)	1.51E00	1.02E-01	3.656	AKT3,CALM1 (includes others),CHP1,CREB5,DGKD,DGKG,GLS,GNAI3,GNAO1,GNAQ,GNAS,GRINA,GUCY1A1,GUCY1B1,ITPR1,ITPR2,PIK3C3,PIK3CB,PLA2G12A,PLA2G4A,PLAAT1,PLCB4,PLCH1,PLD1,PNPLA8,PPP3R1,PRDX6,PRKACB,PRKAR1A,PRKAR2B,SLC38A2,TGFB1,VAMP3	
Signaling by NTRK1 (TRKA)	1.51E00	1.36E-01	0.905	AP2A1,CRKL,DNM1L,DNM3,IRS1,KRAS,MEF2C,PIK3CB,RALB,RIT1,YWHAB	
Binding and Uptake of Ligands by Scavenger Receptors	1.5E00	1.25E-01	-2.673	CALR,CD36,FTH1,HP,HSP90AA1,HSP90B1,HYOU1,IGHA1,IGHA2,IGKC,IGKV1-5,IGKV4-1,IGLC2,JCHAIN	
Cell junction organization	1.48E00	1.3E-01	1.732	ACTN1,CADM2,CLDN5,COL17A1,ILK,ITGB1,LIMS1,PALS1,PARD3,PXN,RSU1,VASP	
Antimicrobial peptides	1.48E00	1.76E-01	-2.449	BPI,CAMP,LTF,PRTN3,S100A8,S100A9	
Gap junction trafficking and regulation	1.48E00	1.76E-01	1.633	DAB2,TUBA1A,TUBA1C,TUBA4A,TUBA8,TUBB1	
Transcriptional Regulation by E2F6	1.48E00	1.76E-01	-2.236	CBX5,MAX,PHC3,RAD51,RRM2,RYBP	
Signaling by SCF-KIT	1.48E00	1.63E-01	-0.378	FER,GAB2,GRAP2,KRAS,MMP9,STAT1,TEC	
B Cell Activating Factor Signaling	1.48E00	1.63E-01	NaN	FOS,JUN,NFAT5,NFKBIA,NFKBIB,RELB,TNFSF13B	
Role of JAK2 in Hormone-like Cytokine Signaling	1.47E00	1.45E-01	0.707	CCND2,FOS,IRS1,LEPR,MPL,PTPN1,SIRPA,SOCS3,STAT1	
IL-2 Signaling	1.47E00	1.45E-01	0.707	AKT3,FOS,JUN,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.47E00	1.34E-01	-0.302	AKT3,CREB5,GAB2,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,STAT1,STAT6	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	1.44E00	1.09E-01	-2.985	B2M,CD226,CLEC2B,COL17A1,FCGR1A,FCGR3A/FCGR3B,ICAM1,ICAM3,IFITM1,IGKC,IGKV1-5,IGKV4-1,IGLC2,ITGA2,ITGB1,ITGB2,LILRA5,LILRB2,LILRB3,PILRA,SELL,TYROBP	
Estrogen-mediated S-phase Entry	1.44E00	1.92E-01	-1.342	CCNA2,CDC25A,CDK1,CDKN1A,CDKN1B	
L1CAM interactions	1.44E00	1.2E-01	1.291	AP2A1,CD24,DLG1,DNM1L,DNM3,DPYSL2,ITGA2,ITGB1,PAK1,RANBP9,TUBA1A,TUBA1C,TUBA4A,TUBA8,TUBB1	
Transcriptional Regulation by MECP2	1.44E00	1.43E-01	0.378	AGO4,AURKB,CALM1 (includes others),MEF2C,PPARG,PTEN,PTPN1,PVALB,TBL1XR1	
RORA activates gene expression	1.43E00	2.22E-01	1.000	CHD9,NCOA2,SMARCD3,TBL1XR1	
Unfolded Protein Response (UPR)	1.43E00	2.22E-01	-2.000	EIF2S1,EIF2S2,HSPA5,XBP1	
Ovarian Cancer Signaling	1.43E00	1.14E-01	1.732	AKT3,EGF,GSK3B,HDAC9,KRAS,MMP9,PA2G4,PIK3C3,PIK3CB,PRKACB,PRKAR1A,PRKAR2B,PTEN,PTGS1,RAD51,RALB,RAP1B,RAP2B	
Oxytocin in Spinal Neurons Signaling Pathway	1.42E00	1.71E-01	1.633	AVPR1A,GNAI3,GUCY1A1,GUCY1B1,OXTR,PRKG1	
Nucleotide Excision Repair Pathway	1.42E00	1.71E-01	NaN	ERCC6,POLR2J,POLR2K,POLR2L,RPA1,RPA3	
Mitochondrial protein import	1.4E00	1.41E-01	-3.000	ATP5F1B,COA6,COX17,CS,GRPEL1,HSPA9,TIMM13,TIMM21,VDAC1	
Mitochondrial biogenesis	1.4E00	1.41E-01	0.333	ALAS1,ATP5F1B,CALM1 (includes others),CHD9,MEF2C,NCOA2,SMARCD3,SSBP1,TBL1XR1	
Signaling by Leptin	1.4E00	2.73E-01	NaN	IRS1,LEPR,SOCS3	
SUMOylation of immune response proteins	1.4E00	2.73E-01	NaN	NFKBIA,SUMO1,SUMO3	
IL-13 Signaling Pathway	1.39E00	1.21E-01	0.535	AKT3,ARG1,CD36,DUSP1,FOSL2,JUN,PDGFA,PIK3C3,PIK3CB,ROCK2,SOCS3,STAT1,STAT6,TGFB1	
Interleukin-10 signaling	1.38E00	1.56E-01	-1.890	CCL5,CCR1,FPR1,ICAM1,IL1B,IL1RN,TNFRSF1A	
Integrin cell surface interactions	1.37E00	1.29E-01	0.302	CD47,FGB,FN1,ICAM1,ICAM3,ITGA2,ITGB1,ITGB2,ITGB5,JAM3,THBS1	
Metabolism of non-coding RNA	1.36E00	1.45E-01	-2.121	CLNS1A,NUP214,NUP50,RNU5B-1,SEC13,SNRPD1,SNRPF,SNRPG	
Amino acids regulate mTORC1	1.36E00	1.45E-01	-1.414	FNIP1,LAMTOR2,LAMTOR4,LAMTOR5,RHEB,RRAGD,SEC13,SESN2	
Cellular Effects of Sildenafil (Viagra)	1.36E00	1.13E-01	NaN	CALM1 (includes others),GNAS,GUCY1A1,GUCY1B1,ITPR1,ITPR2,MYL12A,MYLK,PDE3A,PDE5A,PLCB4,PLCH1,PPP1CB,PRKACB,PRKAR1A,PRKAR2B,PRKG1	
Xenobiotic Metabolism PXR Signaling Pathway	1.36E00	1.08E-01	0.218	ABCC3,CAT,CHST11,CHST12,GSTA1,GSTP1,HSP90AA1,HSP90B1,MGST1,NDST3,NRIP1,PPM1A,PPP1CA,PPP1CB,PPP1R11,PPP1R7,PRKACB,PRKAR1A,PRKAR2B,SRA1,SULT1B1	
RHO GTPases Activate ROCKs	1.36E00	2.11E-01	-1.000	LIMK2,PAK1,PPP1CB,ROCK2	
Metabolism of cofactors	1.36E00	2.11E-01	-1.000	CALM1 (includes others),DHFR,HSP90AA1,IDH1	
FOXO-mediated transcription	1.36E00	2.11E-01	0.000	AKT3,TXN,YWHAB,YWHAZ	
Tetrapyrrole Biosynthesis II	1.35E00	4E-01	NaN	ALAD,ALAS1	
2-oxobutanoate Degradation I	1.35E00	4E-01	NaN	DLD,PCCA	
dTMP De Novo Biosynthesis	1.35E00	4E-01	NaN	DHFR,TYMS	
Cargo recognition for clathrin-mediated endocytosis	1.34E00	1.21E-01	0.832	AP2A1,ARRB2,COPS6,DAB2,EGF,EPS15,GRK3,LDLRAP1,NECAP2,STON2,UBC,UBQLN1,VAMP3	
DNA damage-induced 14-3-3σ Signaling	1.34E00	1.52E-01	-0.378	AKT3,CASP1,CASP4,CCNB2,CDK1,CDKN1A,CDKN1B	
SUMOylation of chromatin organization proteins	1.32E00	1.43E-01	-0.707	CBX5,NUP214,NUP50,PHC3,PIAS2,SEC13,SUMO1,SUMO3	
MyD88-independent TLR4 cascade	1.32E00	1.62E-01	-2.449	LY96,TLR4,UBC,UBE2D1,UBE2D3,UBE2N	
RHO GTPases activate PKNs	1.32E00	1.79E-01	-0.447	PAK1,PPP1CB,YWHAB,YWHAE,YWHAZ	
Corticotropin Releasing Hormone Signaling	1.31E00	1.12E-01	1.941	CALM1 (includes others),CREB5,FOS,GNAI3,GNAO1,GNAQ,GNAS,GUCY1A1,GUCY1B1,ITPR1,ITPR2,JUN,MEF2C,PRKACB,PRKAR1A,PRKAR2B,RAP1B	
IL-17A Signaling in Airway Cells	1.29E00	1.34E-01	2.646	AKT3,CXCL5,GSK3B,NFKBIA,NFKBIB,PIK3C3,PIK3CB,PTEN,RELB	
SUMOylation of transcription factors	1.28E00	2E-01	0.000	PIAS2,SP3,SUMO1,SUMO3	
LPS/IL-1 Mediated Inhibition of RXR Function	1.28E00	1.01E-01	-1.265	ABCA1,ABCC3,ACSBG1,ACSL1,ALAS1,CAT,CHST11,CHST12,FABP1,FABP4,FABP5,GSTA1,GSTP1,IL18RAP,IL1B,IL1RN,JUN,LIPC,LY96,MGST1,MYD88,NDST3,RARA,SULT1B1,TLR4,TNFRSF1A	
Resolution of Abasic Sites (AP sites)	1.27E00	1.58E-01	-0.816	FEN1,PCNA,POLE2,POLE4,RPA1,RPA3	
Neurotrophin/TRK Signaling	1.27E00	1.28E-01	0.000	CREB5,FOS,JUN,KRAS,MAP3K5,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
Adrenergic Receptor Signaling Pathway (Enhanced)	1.26E00	1.05E-01	3.273	ADRA2A,GNAI3,GNAO1,GNAQ,GNAS,GUCY1A1,GUCY1B1,IL1B,ITPR1,ITPR2,PLCB4,PLCH1,PRKACB,PRKAR1A,PRKAR2B,SLC18A2,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Regulation of TP53 Expression and Degradation	1.22E00	1.54E-01	-1.633	AKT3,CCNA2,CDK1,PPP2R5C,PRDM1,UBC	
NGF-stimulated transcription	1.22E00	1.54E-01	-2.236	EGR1,FOS,FOSB,ID2,JUNB,TRIB1	
Antigen Presentation Pathway	1.22E00	1.54E-01	NaN	B2M,CALR,HLA-DOA,PSMB6,PSMB8,PSMB9	
Phospholipases	1.22E00	1.3E-01	1.134	LIPC,PLA2G12A,PLA2G4A,PLAAT1,PLCB4,PLCH1,PLD1,PNPLA8,PRDX6	
G alpha (s) signalling events	1.22E00	1.1E-01	-0.500	ADM,ARRB2,GNAI3,GNAS,GNAZ,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,GRK3,HRH2,PDE3A,PTGER2	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	1.21E00	1.43E-01	-0.816	JUNB,PPM1A,SKIL,SMAD2,STAT1,UBC,YBX1	
Glycosaminoglycan metabolism	1.2E00	1.25E-01	0.632	B3GNT2,B4GALT5,B4GALT6,CHP1,CHSY1,DSE,GLCE,NDST3,SDC4,SLC9A1	
Mitochondrial calcium ion transport	1.2E00	2.31E-01	NaN	MCU,VDAC1,VDAC3	
COPI-mediated anterograde transport	1.19E00	1.18E-01	1.155	ACTR10,BET1,CD59,DCTN3,DYNC1I1,DYNC1LI2,DYNLL1,TUBA1A,TUBA1C,TUBA4A,TUBA8,TUBB1	
TP53 Regulates Transcription of DNA Repair Genes	1.19E00	1.29E-01	-2.333	AP1M2,ELL,ELOB,FOS,JUN,POLR2J,POLR2K,POLR2L,SSRP1	
Neurotransmitter release cycle	1.18E00	1.5E-01	1.633	ARL6IP5,GLS,LIN7A,LIN7C,SLC18A2,SLC38A2	
Retinoic acid Mediated Apoptosis Signaling	1.18E00	1.33E-01	-2.121	BID,IFNAR1,IRF1,PARP9,RARA,RARG,TIPARP,TNFSF10	
Signaling by EGFR	1.17E00	1.4E-01	0.378	ADAM10,EGF,EPS15,KRAS,PTPN12,PXN,UBC	
CREB Signaling in Neurons	1.17E00	8.9E-02	1.761	ADRA2A,AKT3,AVPR1A,BMP6,C5AR1,CALM1 (includes others),CCR1,CREB5,CXCR1,EGF,F2R,FFAR2,FPR1,FPR2,GNAI3,GNAO1,GNAQ,GNAS,GNAZ,GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,GPR160,GUCY1A1,GUCY1B1,HRH2,ITPR1,ITPR2,KRAS,LPAR5,LPAR6,OXTR,P2RY1,P2RY12,P2RY13,PIK3C3,PIK3CB,PLCB4,PLCH1,POLR2J,POLR2K,POLR2L,PRKACB,PRKAR1A,PRKAR2B,PTGER2,RALB,RAP1B,RAP2B,TGFB1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.16E00	1.14E-01	1.155	JUN,KRAS,MAP3K5,NFKBIA,NFKBIB,PLA2G12A,PLA2G4A,PLAAT1,PNPLA8,PRDX6,RALB,RAP1B,RAP2B	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	1.15E00	1.82E-01	-1.000	IMPA2,INPP5A,IPMK,PTEN	
Th2 Pathway	1.15E00	1.09E-01	-0.832	ACVR1,ACVR2A,CCR1,GFI1,HLA-DOA,ICAM1,ITGB2,JUN,PIK3C3,PIK3CB,SOCS3,SPI1,STAT6,TGFB1,TNFSF4	
BEX2 Signaling Pathway	1.15E00	1.22E-01	0.000	AKT3,CDKN1A,GSK3B,JUN,NFKBIA,PLXNC1,PPM1L,PPP2R5C,PTEN,RELB	
Melatonin Degradation III	1.14E00	1E00	NaN	MPO	
SRP-dependent cotranslational protein targeting to membrane	1.14E00	1.13E-01	-3.051	RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA,SEC11C,SEC61B,SEC61G,SRP14,SRP72,TRAM1	
Activation of gene expression by SREBF (SREBP)	1.14E00	1.46E-01	0.816	CHD9,IDI1,MTF1,NCOA2,SMARCD3,TBL1XR1	
WNT/SHH Axonal Guidance Signaling Pathway	1.14E00	1.07E-01	0.500	ARF6,GSK3B,GUCY1A1,GUCY1B1,ILK,ITPR1,ITPR2,PIK3C3,PIK3CB,PRKACB,PRKAR1A,PRKAR2B,TRPC6,YWHAB,YWHAE,YWHAZ	
Melatonin Signaling	1.13E00	1.25E-01	2.333	CALM1 (includes others),GNAI3,GNAO1,GNAQ,PLCB4,PLCH1,PRKACB,PRKAR1A,PRKAR2B	
Synaptogenesis Signaling Pathway	1.12E00	9.52E-02	1.569	AKT3,AP2A1,ARPC2,ARPC3,CALM1 (includes others),CREB5,CRKL,DNAJC5,EIF4EBP2,GRINA,GSK3B,GUCY1A1,GUCY1B1,ITPR1,KRAS,MARCKS,NAP1L1,PAK1,PIK3C3,PIK3CB,PRKACB,PRKAR1A,PRKAR2B,RALB,RAP1B,RAP2B,RASGRP2,THBS1,TLN1,VAMP3	
DNA Double-Strand Break Repair by Homologous Recombination	1.12E00	2.14E-01	NaN	NBN,RAD51,RPA1	
DNA Double-Strand Break Repair by Non-Homologous End Joining	1.12E00	2.14E-01	NaN	NBN,XRCC5,XRCC6	
Role of IL-17A in Psoriasis	1.12E00	2.14E-01	NaN	CXCL5,S100A8,S100A9	
Mevalonate Pathway I	1.12E00	2.14E-01	NaN	ACAA2,HADHA,IDI1	
Adipogenesis pathway	1.11E00	1.08E-01	-0.258	ACVR1,ACVR2A,CEBPB,CEBPD,CTBP2,DDIT3,DGKD,FABP4,HDAC9,PPARG,RPS6KC1,TBL1XR1,TGFB1,TNFRSF1A,XBP1	
WNT/β-catenin Signaling	1.1E00	1.03E-01	-0.535	ACVR1,ACVR2A,AKT3,APPL1,GNAO1,GNAQ,GSK3B,ILK,JUN,KREMEN1,NLK,PPM1L,PPP2R5C,RARA,RARG,TGFB1,TLE3,UBC	
April Mediated Signaling	1.1E00	1.43E-01	0.447	FOS,JUN,NFAT5,NFKBIA,NFKBIB,RELB	
Nephrin family interactions	1.09E00	1.74E-01	1.000	ACTN1,IQGAP1,NCK2,PIK3CB	
TCA Cycle II (Eukaryotic)	1.09E00	1.74E-01	-2.000	CS,DLD,IDH3B,SDHB	
VEGF Family Ligand-Receptor Interactions	1.09E00	1.19E-01	1.265	AKT3,FOS,KRAS,PIK3C3,PIK3CB,PLA2G12A,PLA2G4A,RALB,RAP1B,RAP2B	
WNK Renal Signaling Pathway	1.09E00	1.13E-01	2.333	AKT3,ANAPC11,ANAPC5,CALM1 (includes others),ELOB,IRS1,LRRC8B,LRRC8D,PIK3C3,PIK3CB,RBX1,STK39	
Xenobiotic Metabolism Signaling	1.08E00	9.52E-02	NaN	ABCC3,CAT,CHST11,CHST12,CYP1B1,GSTA1,GSTP1,HSP90AA1,HSP90B1,IL1B,KRAS,MAP3K5,MGST1,NDST3,NQO2,NRIP1,PIK3C3,PIK3CB,PPM1L,PPP2R5C,RALB,RAP1B,RAP2B,RBX1,RELB,SRA1,SULT1B1,SUMO1	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.07E00	1.1E-01	NaN	CTSG,ELANE,GZMB,IL1B,MMP8,MMP9,MPO,PRTN3,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Arginine Degradation VI (Arginase 2 Pathway)	1.06E00	2.86E-01	NaN	ARG1,PYCR2	
Mitochondrial translation	1.06E00	1.15E-01	-2.714	AURKAIP1,MRPL16,MRPL20,MRPL33,MRPL37,MRPL44,MRPL51,MRPL58,MRPS15,MRPS18C,MT-TV	
Death Receptor Signaling	1.06E00	1.15E-01	-0.632	BID,MAP3K5,MAP4K4,NAIP,NFKBIA,NFKBIB,PARP9,RELB,TIPARP,TNFRSF1A,TNFSF10	
Activation of Matrix Metalloproteinases	1.06E00	1.52E-01	-2.236	CTSG,ELANE,MMP8,MMP9,TIMP2	
Airway Inflammation in Asthma	1.06E00	1.52E-01	NaN	ELANE,IFNGR2,MMP9,RNASE2,TGFB1	
Autism Signaling Pathway	1.05E00	9.42E-02	-0.392	ADSL,AKT3,B2M,DLD,GRINA,GSK3B,IL1B,IL1RN,KRAS,PCCA,PIK3C3,PIK3CB,PRKACB,PRKAR1A,PRKAR2B,PTEN,RALB,RAP1B,RAP2B,RARA,RARG,RHEB,RPS6,RPS6KC1,TGFB1,TNFSF10,TNFSF13B,TNFSF14,TNFSF4	
Signaling by Activin	1.05E00	2E-01	NaN	ACVR2A,DRAP1,SMAD2	
Mismatch Repair	1.05E00	2E-01	NaN	PCNA,RPA1,RPA3	
Mitochondrial Fatty Acid Beta-Oxidation	1.04E00	1.67E-01	0.000	ACAA2,HADHA,PCCA,THEM5	
Regulation of RUNX1 Expression and Activity	1.04E00	1.67E-01	NaN	AGO4,CCND2,CDK6,RUNX1	
Growth hormone receptor signaling	1.04E00	1.67E-01	-1.000	IRS1,PTPN1,SOCS3,STAT1	
Caveolar-mediated Endocytosis Signaling	1.04E00	1.2E-01	NaN	B2M,EGF,FLOT1,FLOT2,ITGA2,ITGB1,ITGB2,ITGB5,PTPN1	
Phototransduction Pathway	1.03E00	1.3E-01	NaN	GNB1,GNB5,GUCY1A1,GUCY1B1,PRKACB,PRKAR1A,PRKAR2B	
NGF Signaling	1.03E00	1.08E-01	0.905	AKT3,CREB5,KRAS,MAP3K5,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,RELB,RHOG,ROCK2,RPS6KC1	
Gustation Pathway	1.02E00	9.9E-02	3.300	CD36,GUCY1A1,GUCY1B1,ITPR1,ITPR2,LIPA,LIPC,LIPH,LPAR6,LRRC8B,LRRC8D,ORAI1,P2RY1,P2RY12,P2RY13,PANX1,PDE3A,PRKACB,PRKAR1A,PRKAR2B	
SUMOylation of transcription cofactors	1.02E00	1.36E-01	1.633	NCOA2,NRIP1,PHC3,PIAS2,SUMO1,SUMO3	
Signaling by NOTCH2	1.02E00	1.47E-01	-0.447	ADAM10,GZMB,MAML3,RBPJ,UBC	
Cargo concentration in the ER	1.02E00	1.47E-01	-2.236	CD59,F5,LMAN2,SEC24D,SERPINA1	
4-1BB Signaling in T Lymphocytes	1.02E00	1.47E-01	NaN	JUN,MAP3K5,NFKBIA,NFKBIB,RELB	
Induction of Apoptosis by HIV1	1.02E00	1.23E-01	0.378	BID,MAP3K5,NAIP,NFKBIA,NFKBIB,RELB,SLC25A3,TNFRSF1A	
Plasma lipoprotein assembly, remodeling, and clearance	1.01E00	1.18E-01	-0.333	ABCA1,AP2A1,APOBR,HDLBP,LDLRAP1,LIPA,LIPC,PRKACB,UBC	
Interleukin-3, Interleukin-5 and GM-CSF signaling	9.98E-01	1.27E-01	0.378	CRKL,CSF2RB,GAB2,PIK3CB,TEC,UBC,YWHAZ	
Lymphotoxin β Receptor Signaling	9.98E-01	1.27E-01	0.816	AKT3,LTBR,NFKBIA,PIK3C3,PIK3CB,RELB,TNFSF14	
MyD88 cascade initiated on plasma membrane	9.89E-01	1.6E-01	-2.000	MYD88,PELI1,UBC,UBE2N	
Carboxyterminal post-translational modifications of tubulin	9.83E-01	1.33E-01	1.633	AGBL5,TUBA1A,TUBA1C,TUBA4A,TUBA8,TUBB1	
Caspase activation via Death Receptors in the presence of ligand	9.81E-01	1.88E-01	NaN	LY96,TLR4,TNFSF10	
SUMOylation of DNA methylation proteins	9.81E-01	1.88E-01	NaN	DNMT1,PHC3,SUMO1	
FOXO-mediated transcription of cell death genes	9.81E-01	1.88E-01	NaN	BCL2L11,BCL6,DDIT3	
Granzyme B Signaling	9.81E-01	1.88E-01	NaN	BID,GZMB,LMNB1	
Glutaryl-CoA Degradation	9.81E-01	1.88E-01	NaN	ACAA2,CDYL,HADHA	
p75 NTR receptor-mediated signalling	9.68E-01	1.1E-01	-0.905	AATF,ARHGDIA,ARHGEF12,BCL2L11,ECT2,FGD4,ITGB3BP,MYD88,NFKBIA,UBC,YWHAE	
Folate Signaling Pathway	9.66E-01	1.25E-01	-1.134	ADSL,CCNA2,CDKN1A,CDKN1B,DHFR,MTHFD1,TYMS	
LXR/RXR Activation	9.65E-01	1.06E-01	2.887	ABCA1,CD36,IL18RAP,IL1B,IL1RN,LY96,LYZ,MMP9,RELB,S100A8,SERPINA1,TLR4,TNFRSF1A	
Signaling by NOTCH1	9.59E-01	1.15E-01	0.333	ADAM10,ARRB2,HDAC9,MAML3,RBPJ,RBX1,TBL1XR1,TLE3,UBC	
SUMOylation of RNA binding proteins	9.48E-01	1.3E-01	-1.633	HNRNPC,NUP214,NUP50,PHC3,SEC13,SUMO1	
Neuropathic Pain Signaling in Dorsal Horn Neurons	9.46E-01	1.09E-01	2.111	FOS,GRINA,ITPR1,ITPR2,PIK3C3,PIK3CB,PLCB4,PLCH1,PRKACB,PRKAR1A,PRKAR2B	
Ion channel transport	9.42E-01	9.84E-02	2.668	ANO2,ANO6,ASPH,ATP13A4,ATP2A2,ATP2B4,ATP2C1,ATP8A1,ATP9A,ATP9B,CALM1 (includes others),CLCN3,FKBP1B,SRI,STOM,TRPC6,TRPM6,UBC	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	9.4E-01	1.54E-01	NaN	IFNAR1,IFNGR2,RELB,STAT1	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	9.4E-01	1.54E-01	2.000	PIP4K2A,PIP5K1C,PLCB4,PLCH1	
Striated Muscle Contraction	9.37E-01	1.39E-01	1.342	TMOD3,TNNC2,TPM1,TPM4,VIM	
TNF signaling	9.36E-01	1.23E-01	-1.134	MADD,TNFAIP3,TNFRSF1A,UBC,UBE2D1,UBE2D3,USP4	
CD27 Signaling in Lymphocytes	9.36E-01	1.23E-01	NaN	BID,FOS,JUN,MAP3K5,NFKBIA,NFKBIB,RELB	
CNTF Signaling	9.36E-01	1.23E-01	0.378	KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,STAT1	
Role of IL-17A in Arthritis	9.36E-01	1.23E-01	NaN	CCL5,CXCL5,NFKBIA,NFKBIB,PIK3C3,PIK3CB,RELB	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	9.19E-01	1.76E-01	NaN	IRS1,KRAS,PIK3CB	
Protein methylation	9.19E-01	1.76E-01	NaN	CALM1 (includes others),METTL22,RPS2	
Signaling by NTRK3 (TRKC)	9.19E-01	1.76E-01	NaN	IRS1,KRAS,PTPRS	
FOXO-mediated transcription of cell cycle genes	9.19E-01	1.76E-01	NaN	CDKN1A,CDKN1B,SMAD2	
Isoleucine Degradation I	9.19E-01	1.76E-01	NaN	ACAA2,DLD,HADHA	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	9.19E-01	1.76E-01	NaN	INPP5A,IPMK,ITPK1	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	9.19E-01	1.76E-01	NaN	INPP5A,IPMK,PTEN	
Factors involved in megakaryocyte development and platelet production	9.15E-01	1.1E-01	0.000	DOCK4,GATA2,IRF1,ITPK1,MAFF,MYB,PRKACB,PRKAR1A,PRKAR2B,ZFPM2	
Ephrin A Signaling	9.15E-01	1.28E-01	NaN	ADAM10,PAK1,PIK3C3,PIK3CB,PTK2,ROCK2	
Iron uptake and transport	9.06E-01	1.21E-01	-0.378	ALAD,CYBRD1,FBXL5,FTH1,GLRX3,SLC40A1,UBC	
SPINK1 General Cancer Pathway	9.05E-01	1.16E-01	1.414	AKT3,GZMA,KRAS,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B	
Potassium Channels	9.02E-01	1.07E-01	-0.302	GNB1,GNB2,GNB5,GNG10,GNG11,GNG2,GNG5,KCNA3,KCND3,KCNJ15,KCNJ2	
Response of EIF2AK4 (GCN2) to amino acid deficiency	9.02E-01	1.07E-01	-3.317	CEBPB,DDIT3,EIF2S1,EIF2S2,RPL24,RPL36AL,RPLP0,RPS2,RPS24,RPS6,RPSA	
Reelin Signaling in Neurons	9.01E-01	1.01E-01	1.069	AKT3,APP,ARHGEF12,ARPC2,ARPC3,CRKL,GRINA,GSK3B,ITGB1,PDK1,PDK4,PIK3C3,PIK3CB,RAP1B	
TWEAK Signaling	8.99E-01	1.35E-01	1.000	BID,NAIP,NFKBIA,NFKBIB,RELB	
Dilated Cardiomyopathy Signaling Pathway	8.97E-01	1E-01	0.905	AKT3,ATP2A2,GNAS,GSK3B,GUCY1A1,GUCY1B1,ILK,ITPR1,ITPR2,PDE3A,PRKACB,PRKAR1A,PRKAR2B,TNNC2,TPM1	
XBP1(S) activates chaperone genes	8.82E-01	1.25E-01	-0.816	DNAJB11,HYOU1,MYDGF,TLN1,TPP1,XBP1	
Lipophagy	8.72E-01	2.22E-01	NaN	PLIN2,PLIN3	
Pathogenesis of Multiple Sclerosis	8.72E-01	2.22E-01	NaN	CCL5,CCR1	
Mismatch Repair in Eukaryotes	8.63E-01	1.67E-01	NaN	FEN1,PCNA,RPA1	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	8.63E-01	1.67E-01	NaN	ACAA2,HADHA,IDI1	
SUMOylation of ubiquitinylation proteins	8.63E-01	1.32E-01	-1.342	NUP214,NUP50,PIAS2,SEC13,SUMO1	
Transcriptional Regulatory Network in Embryonic Stem Cells	8.63E-01	9.76E-02	1.000	ACVR1,ACVR2A,AKT3,CDYL,GSK3B,KRAS,MEIS1,PIK3C3,PIK3CB,RALB,RAP1B,RAP2B,SET,SKIL,SMAD2,TGFB1	
Transport of glycerol from adipocytes to the liver by Aquaporins	8.55E-01	5E-01	NaN	AQP9	
β-alanine Degradation I	8.55E-01	5E-01	NaN	ABAT	
Spermine Biosynthesis	8.55E-01	5E-01	NaN	AMD1	
Spermidine Biosynthesis I	8.55E-01	5E-01	NaN	AMD1	
Glycerol-3-phosphate Shuttle	8.55E-01	5E-01	NaN	GPD2	
Putrescine Biosynthesis III	8.55E-01	5E-01	NaN	ODC1	
Glutamine Degradation I	8.55E-01	5E-01	NaN	GLS	
Glutathione Redox Reactions I	8.52E-01	1.43E-01	0.000	GSTA1,GSTP1,MGST1,PRDX6	
Visual phototransduction	8.5E-01	1.17E-01	1.890	CALM1 (includes others),DHRS3,GNB1,GNB5,GRK4,METAP2,RDH11	
